RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,ConditionNotMet,MonthsTrading,TotalNetFractionBurden,PercentSatisTrades
Bad,86,263.0,39,109,11,0,100,,7,8,11,0,27,-0.48519611654772077,1,11,58,2,1,0,50,True,224.0,69,100.0
Bad,74,197.0,5,90,30,0,97,13.0,6,6,31,2,16,-0.48519611654772077,0,25,58,6,1,2,54,False,192.0,83,96.7741935483871
Bad,69,72.0,8,44,19,0,100,,7,8,19,2,47,-0.48519611654772077,0,35,33,4,5,0,69,True,64.0,68,100.0
Good,90,246.0,5,81,9,0,100,,7,8,9,1,11,2.2788285664960712,0,10,58,2,2,0,50,True,241.0,68,100.0
Good,81,246.0,12,86,21,0,100,,7,8,22,0,55,-0.48519611654772077,0,0,89,0,6,0,43,True,234.0,89,95.45454545454545
Bad,77,73.0,3,41,22,0,100,,7,8,22,2,27,-0.48519611654772077,1,0,94,1,3,0,29,True,70.0,94,100.0
Bad,82,115.0,4,45,16,0,100,,7,8,16,3,63,-0.48519611654772077,0,0,92,1,3,0,50,True,111.0,92,100.0
Good,72,230.0,21,113,17,0,100,,7,8,17,0,41,1.6409767165628886,0,75,58,7,1,2,89,True,209.0,133,100.0
Bad,74,197.0,1,93,31,0,86,29.0,6,5,35,3,26,-0.48519611654772077,2,28,27,2,4,0,40,False,196.0,55,88.57142857142857
Good,66,174.0,1,75,38,0,100,,7,8,40,5,40,,6,77,60,4,8,3,75,True,173.0,137,95.0
Bad,66,15.0,6,11,2,0,100,,7,8,2,1,100,-0.48519611654772077,0,30,58,4,1,1,100,True,9.0,88,100.0
Good,71,269.0,4,93,26,0,96,9.0,4,6,31,3,23,0.15265573338546204,1,46,58,5,1,2,55,False,265.0,104,83.87096774193549
Good,70,335.0,3,105,35,2,87,34.0,6,4,39,5,33,-0.48519611654772077,2,27,6,10,3,1,88,False,332.0,33,89.74358974358974
Good,82,212.0,22,115,14,0,100,,7,8,15,0,33,,0,45,58,4,2,0,75,True,190.0,103,93.33333333333333
Bad,88,199.0,9,83,17,0,100,,7,8,17,1,24,,0,0,70,0,2,0,50,True,190.0,70,100.0
Good,76,279.0,7,119,43,0,100,,7,8,50,5,18,-0.48519611654772077,0,38,97,8,3,4,55,True,272.0,135,86.0
Bad,86,274.0,39,106,8,0,100,,7,8,8,0,50,-0.48519611654772077,0,0,12,1,1,0,67,True,235.0,12,100.0
Good,78,177.0,1,65,26,0,96,13.0,6,6,28,3,46,,1,4,72,4,5,0,64,True,176.0,76,92.85714285714286
Good,73,207.0,4,68,25,0,96,17.0,6,6,26,4,46,-0.48519611654772077,3,0,58,2,1,0,43,False,203.0,58,96.15384615384616
Good,69,181.0,7,98,21,0,100,,7,8,37,1,33,3.9797668329845592,0,84,94,7,2,4,91,True,174.0,178,56.75675675675676
Good,91,310.0,9,145,16,0,100,,7,8,19,1,53,2.4914458498071324,0,5,58,1,1,0,40,True,301.0,63,84.21052631578948
Bad,63,134.0,2,63,33,0,92,25.0,6,6,37,3,51,0.5778903000075839,0,45,80,10,4,0,88,False,132.0,125,89.1891891891892
Good,77,256.0,3,93,37,0,92,19.0,6,6,39,4,23,0.15265573338546204,1,13,58,3,1,0,31,False,253.0,71,94.87179487179488
Bad,64,179.0,2,85,26,0,100,,7,8,28,4,32,,1,85,38,10,2,6,86,True,177.0,123,92.85714285714286
Good,84,169.0,21,57,15,0,100,,7,8,15,0,33,-0.48519611654772077,1,11,58,3,1,0,57,True,148.0,69,100.0
Bad,80,93.0,5,45,6,0,100,,7,8,6,2,50,,7,7,83,1,1,0,67,True,88.0,90,100.0
Bad,61,388.0,8,80,11,0,82,21.0,6,6,11,2,36,-0.48519611654772077,1,71,58,4,1,3,63,False,380.0,129,100.0
Bad,80,250.0,5,92,40,0,100,,7,8,42,3,17,-0.48519611654772077,2,19,58,7,1,1,45,True,245.0,77,95.23809523809524
Good,83,166.0,2,65,18,0,95,57.0,6,6,19,3,32,,1,12,64,2,3,0,63,True,164.0,76,94.73684210526316
Good,63,224.0,4,52,28,1,96,29.0,6,6,28,4,29,0.7905075833186448,0,42,73,8,3,3,73,False,220.0,115,100.0
Bad,60,101.0,8,34,20,0,81,8.0,4,5,21,2,67,-0.48519611654772077,0,30,89,1,8,1,82,False,93.0,119,95.23809523809524
Good,86,141.0,2,64,14,0,100,,7,8,18,3,72,-0.059961549925598906,3,0,90,0,3,0,60,True,139.0,90,77.77777777777777
Bad,52,196.13915857605178,4,42,22,2,92,38.0,6,5,26,2,24,,4,75,74,13,1,6,82,True,192.13915857605178,149,84.61538461538461
Good,80,344.0,4,92,35,0,94,59.0,6,6,38,3,26,1.6409767165628886,0,17,86,5,2,0,39,False,340.0,103,92.10526315789474
Good,68,217.0,11,109,24,0,88,18.0,6,6,24,1,17,-0.48519611654772077,4,61,58,5,1,3,50,False,206.0,119,100.0
Bad,60,279.0,2,37,29,0,97,6.0,4,6,48,7,23,,1,31,90,6,3,2,45,True,277.0,121,60.416666666666664
Good,67,212.0,13,112,24,0,88,2.0,4,6,25,0,48,,1,21,71,6,4,1,100,True,199.0,92,96.0
Bad,70,23.0,1,12,2,0,100,,7,8,3,1,67,,1,0,97,0,2,1,67,True,22.0,97,66.66666666666667
Bad,54,68.0,7,23,5,0,83,3.0,4,6,6,3,33,-0.48519611654772077,0,66,81,3,2,1,83,False,61.0,147,83.33333333333333
Bad,74,202.0,23,68,27,0,93,7.0,4,6,27,0,30,-0.48519611654772077,0,16,48,3,3,0,46,False,179.0,64,100.0
Bad,55,154.0,7,68,19,0,84,3.0,4,6,22,2,21,0.15265573338546204,1,62,58,4,1,3,56,False,147.0,120,86.36363636363636
Bad,66,115.0,7,60,40,0,93,2.0,4,6,40,4,25,-0.2725788332366598,3,37,59,5,3,0,80,False,108.0,96,100.0
Good,62,275.0,1,87,27,0,90,30.0,6,6,30,4,33,-0.2725788332366598,3,57,54,7,5,3,76,False,274.0,111,90.0
Bad,59,170.0,5,66,25,0,69,2.0,4,6,26,1,15,0.36527301669652296,2,39,58,8,1,1,56,False,165.0,97,96.15384615384616
Bad,69,121.0,3,55,31,1,97,43.0,6,4,32,2,59,-0.48519611654772077,1,43,66,5,6,0,73,False,118.0,109,96.875
Good,89,222.0,12,136,20,0,100,,7,8,22,0,36,3.767149549673498,0,0,58,0,1,0,17,True,210.0,58,90.9090909090909
Bad,71,183.0,2,116,29,0,100,,7,8,31,1,39,,2,42,97,3,2,0,75,True,181.0,139,93.54838709677419
Good,74,206.0,9,66,16,0,100,,7,8,37,1,25,,2,52,56,6,2,1,73,True,197.0,108,43.24324324324324
Good,75,337.0,10,151,12,1,92,26.0,6,2,13,1,38,3.5545322663624375,0,0,58,0,2,0,0,False,327.0,58,92.3076923076923
Bad,66,288.0,10,77,27,0,96,26.0,6,6,44,1,44,2.06621128318501,0,72,86,7,2,3,100,False,278.0,158,61.36363636363637
Good,81,275.0,3,80,50,0,98,33.0,6,6,50,2,16,1.0031248666297057,0,3,10,3,3,0,25,False,272.0,13,100.0
Bad,56,133.0,2,64,15,0,88,3.0,4,6,17,2,12,-0.48519611654772077,2,84,58,10,1,4,92,False,131.0,142,88.23529411764706
Good,87,492.0,10,127,14,0,100,,7,8,15,1,21,2.4914458498071324,0,9,58,5,1,0,60,True,482.0,67,93.33333333333333
Good,59,320.0,5,115,13,1,73,1.0,0,2,15,1,20,-0.48519611654772077,0,16,35,6,2,0,80,False,315.0,51,86.66666666666667
Good,86,255.0,15,140,27,0,100,,7,8,28,0,25,0.15265573338546204,1,1,62,2,2,0,38,True,240.0,63,96.42857142857143
Good,75,200.0,6,66,40,0,98,26.0,6,6,40,1,45,-0.48519611654772077,1,27,74,1,3,1,31,False,194.0,101,100.0
Bad,57,341.0,5,109,29,0,97,3.0,4,6,29,1,28,-0.48519611654772077,0,67,50,9,4,5,76,False,336.0,117,100.0
Bad,87,204.0,1,78,45,0,100,,7,8,46,2,59,2.4914458498071324,0,1,95,3,2,0,50,True,203.0,96,97.82608695652173
Good,80,266.0,7,98,15,0,100,,7,8,17,1,35,-0.059961549925598906,1,46,58,1,1,1,40,True,259.0,104,88.23529411764706
Bad,81,74.0,2,47,24,0,100,,7,8,26,1,12,,2,8,58,2,1,0,38,True,72.0,66,92.3076923076923
Good,85,193.0,8,90,19,0,100,,7,8,19,3,16,-0.48519611654772077,2,18,58,2,1,0,60,True,185.0,76,100.0
Bad,78,212.0,36,96,11,0,100,,7,8,13,0,15,0.36527301669652296,1,50,58,4,1,2,71,True,176.0,108,84.61538461538461
Bad,62,163.0,11,53,22,0,87,23.0,6,6,23,1,39,-0.48519611654772077,0,68,92,6,2,3,89,False,152.0,160,95.65217391304348
Bad,69,178.0,22,74,25,0,92,12.0,6,6,25,0,40,-0.48519611654772077,5,20,45,5,2,0,70,False,156.0,65,100.0
Bad,59,279.0,4,70,7,0,63,7.0,4,6,8,2,25,-0.2725788332366598,1,72,40,4,2,1,86,False,275.0,112,87.5
Good,67,136.0,2,73,15,1,89,33.0,6,6,30,2,56,-0.48519611654772077,0,61,100,3,2,0,100,False,134.0,161,50.0
Bad,69,196.0,3,55,8,0,73,7.0,4,5,28,2,45,-0.48519611654772077,1,27,47,2,2,0,67,False,193.0,74,28.571428571428573
Good,88,166.0,17,84,12,0,100,,7,8,12,0,17,2.2788285664960712,0,0,58,0,1,0,25,True,149.0,58,100.0
Good,90,320.0,8,85,8,0,100,,7,8,8,1,25,2.06621128318501,0,2,58,2,2,1,67,True,312.0,60,100.0
Good,71,193.0,37,105,9,0,78,11.0,4,6,9,0,44,-0.48519611654772077,0,39,12,2,2,0,67,False,156.0,51,100.0
Bad,63,153.0,6,68,37,1,91,25.0,6,6,45,1,89,-0.48519611654772077,0,82,74,3,5,0,100,False,147.0,156,82.22222222222223
Good,70,118.0,7,45,17,0,88,11.0,4,6,17,4,35,-0.48519611654772077,0,15,58,1,1,0,29,False,111.0,73,100.0
Good,69,276.0,3,118,33,0,97,41.0,6,6,35,1,17,0.15265573338546204,2,69,100,9,2,6,67,False,273.0,169,94.28571428571429
Good,81,190.0,6,84,21,0,100,,7,8,21,2,29,1.0031248666297057,0,8,91,5,2,0,88,True,184.0,99,100.0
Bad,61,119.0,7,41,17,3,94,13.0,6,6,19,2,17,-0.48519611654772077,1,34,58,5,3,2,67,False,112.0,92,89.47368421052632
Bad,86,206.0,26,89,15,0,100,,7,8,17,0,47,,0,5,58,2,1,0,50,True,180.0,63,88.23529411764706
Bad,63,95.0,3,37,19,2,100,,6,8,19,4,37,,2,43,67,5,4,1,69,True,92.0,110,100.0
Good,75,254.0,4,60,9,0,100,,7,8,9,2,44,-0.48519611654772077,1,60,95,2,2,0,80,True,250.0,155,100.0
Good,75,187.0,7,95,22,0,100,,7,8,24,2,50,-0.48519611654772077,0,46,54,3,3,1,67,True,180.0,100,91.66666666666667
Bad,73,217.0,22,87,34,0,100,,7,8,36,0,17,-0.48519611654772077,1,91,58,7,2,3,100,True,195.0,149,94.44444444444444
Good,72,214.0,17,61,21,0,100,,7,8,21,0,33,-0.48519611654772077,0,66,66,7,2,2,64,True,197.0,132,100.0
Good,64,173.0,1,69,43,0,93,3.0,4,6,55,4,20,-0.48519611654772077,2,11,100,4,2,0,35,False,172.0,111,78.18181818181819
Good,83,294.0,2,106,22,1,92,43.0,6,4,47,3,16,-0.059961549925598906,1,0,35,2,2,0,44,False,292.0,35,46.808510638297875
Good,85,192.0,2,86,25,0,100,,7,8,29,2,41,,1,28,68,2,3,0,63,True,190.0,96,86.20689655172414
Bad,78,266.0,13,95,16,0,100,,7,8,16,0,56,-0.48519611654772077,2,51,90,4,2,1,100,True,253.0,141,100.0
Good,77,180.0,35,92,16,0,94,37.0,6,6,25,0,56,-0.48519611654772077,0,32,50,2,2,1,67,False,145.0,82,64.0
Bad,57,180.0,9,98,19,3,74,4.0,0,6,21,1,21,-0.48519611654772077,1,21,95,9,1,0,71,False,171.0,116,90.47619047619048
Good,79,169.0,6,70,44,0,100,,6,8,44,4,23,-0.48519611654772077,0,9,93,3,2,0,42,True,163.0,102,100.0
Good,70,272.0,1,77,28,0,100,,7,8,29,5,28,-0.48519611654772077,3,63,90,1,2,1,31,True,271.0,153,96.55172413793103
Bad,60,59.0,3,31,14,0,93,13.0,6,6,14,4,36,-0.48519611654772077,4,57,48,8,4,1,100,False,56.0,105,100.0
Bad,62,83.0,1,38,13,1,93,36.0,0,5,15,4,60,1.0031248666297057,0,3,74,1,4,0,63,False,82.0,77,86.66666666666667
Good,78,233.0,9,103,42,0,100,,7,8,42,2,38,-0.48519611654772077,0,20,85,5,4,0,56,True,224.0,105,100.0
Bad,69,361.0,8,96,26,0,89,1.0,4,5,28,1,29,,0,29,57,5,3,0,64,True,353.0,86,92.85714285714286
Good,78,164.0,10,82,15,0,100,,7,8,16,1,38,-0.48519611654772077,0,56,69,3,2,0,83,True,154.0,125,93.75
Bad,58,334.0,4,99,34,0,68,13.0,6,6,37,2,54,-0.059961549925598906,4,68,32,3,4,1,58,False,330.0,100,91.89189189189189
Good,84,273.0,6,119,19,0,95,25.0,6,6,19,1,16,-0.48519611654772077,2,3,58,2,1,0,30,False,267.0,61,100.0
Good,86,403.0,3,131,18,0,100,,7,8,21,2,24,-0.48519611654772077,4,2,58,4,2,0,40,True,400.0,60,85.71428571428571
Good,90,190.0,3,94,15,0,100,,7,8,15,1,27,0.15265573338546204,1,3,58,1,1,0,67,True,187.0,61,100.0
Bad,60,134.0,4,55,38,0,92,5.0,4,6,39,6,46,-0.48519611654772077,0,42,53,11,5,2,89,False,130.0,95,97.43589743589743
Good,63,202.0,6,31,9,2,90,34.0,6,2,25,4,20,,1,49,81,6,2,1,89,True,196.0,130,36.0
Bad,69,122.0,6,52,13,3,92,74.0,6,6,16,2,92,-0.48519611654772077,1,52,97,1,4,0,100,False,116.0,149,81.25
Good,80,145.0,5,53,29,0,100,,7,8,30,7,17,1.6409767165628886,0,0,58,2,1,0,20,True,140.0,58,96.66666666666667
Good,85,297.0,10,104,23,0,100,,7,8,23,1,26,-0.48519611654772077,0,3,56,3,4,0,50,True,287.0,59,100.0
Good,88,178.0,14,97,8,0,100,,7,8,8,0,38,2.704063133118193,0,0,77,2,1,0,75,True,164.0,77,100.0
Bad,70,84.0,1,46,16,0,94,,6,7,23,2,11,-0.48519611654772077,2,86,91,7,1,4,80,True,83.0,177,69.56521739130434
Bad,59,185.0,7,76,21,0,83,11.0,4,6,24,2,63,-0.48519611654772077,3,59,64,2,6,2,73,False,178.0,123,87.5
Bad,63,163.0,3,25,24,0,100,,7,8,31,5,59,,1,101,90,6,6,4,100,True,160.0,191,77.41935483870968
Bad,60,43.0,1,21,16,0,94,36.0,6,6,17,7,29,-0.48519611654772077,9,32,99,4,1,1,50,False,42.0,131,94.11764705882354
Good,64,216.0,2,86,18,1,60,42.0,6,4,25,2,36,-0.48519611654772077,3,40,58,1,4,1,60,False,214.0,98,72.0
Bad,72,183.0,7,63,15,0,100,,7,8,15,1,40,-0.48519611654772077,4,61,62,2,1,1,38,True,176.0,123,100.0
Bad,74,131.0,8,46,21,0,96,47.0,6,6,24,3,54,-0.2725788332366598,1,30,106,1,9,1,100,False,123.0,136,87.5
Good,81,238.0,7,60,30,0,97,73.0,6,6,51,1,47,2.06621128318501,0,7,89,1,6,0,54,False,231.0,96,58.8235294117647
Good,87,270.0,26,83,28,0,100,,7,8,28,0,25,-0.48519611654772077,0,0,58,1,2,0,10,True,244.0,58,100.0
Bad,44,196.13915857605178,40,131,57,1,68,0.0,0,5,63,0,32,,1,58,13,17,3,4,79,True,156.13915857605178,71,90.47619047619048
Good,86,227.0,9,103,32,0,100,,7,8,35,2,28,2.4914458498071324,0,14,16,3,2,0,42,True,218.0,30,91.42857142857143
Good,85,141.0,15,77,25,0,96,30.0,6,6,32,0,12,1.8535939998739495,0,1,58,3,1,0,50,False,126.0,59,78.125
Good,84,146.0,11,49,14,0,100,,7,8,14,1,21,0.36527301669652296,1,1,58,2,1,0,50,True,135.0,59,100.0
Good,73,287.0,4,102,10,0,55,13.0,6,5,11,3,55,,2,30,65,2,2,0,67,True,283.0,95,90.9090909090909
Bad,62,175.0,2,46,18,0,95,0.0,4,6,20,2,75,-0.48519611654772077,2,57,81,3,5,1,89,False,173.0,138,90.0
Good,75,438.0,1,79,48,0,100,,7,8,53,2,20,-0.48519611654772077,3,12,26,9,3,2,52,True,437.0,38,90.56603773584905
Bad,63,181.0,2,76,22,1,80,1.0,4,3,25,3,12,0.15265573338546204,1,29,79,7,1,0,53,False,179.0,108,88.0
Bad,65,79.0,9,40,11,0,77,8.0,4,5,13,1,46,-0.48519611654772077,2,0,96,0,2,1,75,False,70.0,96,84.61538461538461
Bad,68,266.0,13,93,29,1,90,39.0,6,6,29,0,59,-0.48519611654772077,2,98,53,3,4,3,88,False,253.0,151,100.0
Good,80,234.0,0,62,27,0,100,,7,8,35,4,26,-0.48519611654772077,3,22,58,4,1,2,38,True,234.0,80,77.14285714285714
Bad,59,137.0,8,62,16,1,100,,7,8,18,3,59,-0.48519611654772077,1,58,93,2,1,1,100,True,129.0,151,88.88888888888889
Bad,66,172.0,10,90,44,0,100,,7,8,48,1,38,,1,65,85,12,2,8,82,True,162.0,150,91.66666666666667
Good,79,150.0,11,59,27,0,100,,7,8,27,1,33,-0.059961549925598906,4,8,77,2,3,0,50,True,139.0,85,100.0
Good,84,380.0,5,109,24,0,100,,7,8,24,1,4,-0.48519611654772077,1,1,58,3,1,0,27,True,375.0,59,100.0
Good,65,258.0,3,98,21,2,70,11.0,4,4,55,4,33,1.0031248666297057,0,2,75,2,4,0,46,False,255.0,77,38.18181818181818
Bad,68,141.0,7,51,15,0,100,,7,8,15,4,33,-0.48519611654772077,0,47,92,5,2,1,78,True,134.0,139,100.0
Good,82,193.0,1,75,36,0,100,,7,8,37,3,38,-0.48519611654772077,5,7,58,2,2,0,33,True,192.0,65,97.29729729729729
Good,72,226.0,6,127,42,0,95,21.0,6,6,43,2,40,,1,38,47,10,2,1,71,True,220.0,85,97.67441860465117
Good,60,375.0,77,219,6,1,86,1.0,0,2,7,0,57,-0.48519611654772077,0,31,58,1,2,1,33,False,298.0,89,85.71428571428571
Bad,70,154.0,8,124,9,0,70,5.0,3,5,24,1,50,,1,9,58,1,1,0,40,True,146.0,67,37.5
Bad,64,109.0,13,65,9,1,90,60.0,6,6,10,0,50,2.06621128318501,0,86,39,3,3,1,100,False,96.0,125,90.0
Bad,62,233.0,8,79,6,2,86,44.0,6,5,9,1,57,-0.48519611654772077,0,63,71,2,3,1,83,False,225.0,134,66.66666666666667
Bad,65,159.0,28,49,11,0,91,14.0,6,6,22,0,27,1.4283594332518275,0,52,58,4,1,1,83,False,131.0,110,50.0
Bad,68,181.0,6,98,2,1,67,66.0,6,3,3,1,100,,0,30,58,4,1,1,100,True,175.0,88,66.66666666666667
Good,86,153.0,6,94,10,0,100,,7,8,11,1,73,0.7905075833186448,0,0,87,0,3,0,60,True,147.0,87,90.9090909090909
Good,70,92.0,11,57,16,0,88,16.0,6,6,16,1,44,-0.48519611654772077,0,37,61,1,3,0,67,False,81.0,98,100.0
Bad,62,153.0,3,68,27,1,86,1.0,2,4,28,3,25,-0.48519611654772077,2,22,30,7,3,2,50,False,150.0,52,96.42857142857143
Bad,68,60.0,7,31,11,0,92,27.0,6,5,12,3,42,-0.48519611654772077,1,50,77,5,2,1,88,False,53.0,127,91.66666666666667
Good,76,231.0,9,86,27,0,97,22.0,6,6,30,3,33,-0.2725788332366598,1,48,75,4,3,0,78,False,222.0,123,90.0
Good,73,206.0,7,97,28,0,97,23.0,6,6,31,1,35,-0.48519611654772077,0,34,56,4,3,0,73,False,199.0,90,90.3225806451613
Bad,65,125.0,5,54,28,1,90,6.0,4,4,31,2,58,-0.48519611654772077,0,51,62,4,5,1,75,False,120.0,113,90.3225806451613
Good,64,320.0,2,96,40,0,93,24.0,6,6,42,2,37,-0.48519611654772077,7,35,77,14,2,1,80,False,318.0,112,95.23809523809524
Bad,64,133.0,8,77,16,2,76,5.0,3,4,21,2,29,-0.48519611654772077,2,32,2,6,2,1,80,False,125.0,34,76.19047619047619
Bad,65,235.0,3,65,28,0,90,40.0,6,6,29,5,31,-0.48519611654772077,2,31,71,12,4,1,80,False,232.0,102,96.55172413793103
Bad,68,261.0,2,63,13,0,86,25.0,6,6,14,5,36,-0.48519611654772077,2,32,95,7,3,0,83,False,259.0,127,92.85714285714286
Bad,65,182.0,2,50,18,0,90,6.0,3,5,21,5,57,,7,58,88,4,3,0,88,True,180.0,146,85.71428571428571
Bad,75,193.0,3,52,23,0,96,43.0,6,2,24,2,29,-0.48519611654772077,0,27,58,9,1,1,67,False,190.0,85,95.83333333333333
Bad,65,82.0,1,43,25,1,97,70.0,6,5,30,3,33,-0.059961549925598906,4,33,53,2,8,1,56,False,81.0,86,83.33333333333333
Good,91,323.0,34,164,15,0,100,,7,8,15,0,20,-0.059961549925598906,1,1,35,2,1,0,30,True,289.0,36,100.0
Bad,80,318.0,4,74,22,0,100,,6,8,22,5,77,-0.48519611654772077,8,7,91,2,3,0,83,True,314.0,98,100.0
Bad,67,187.0,9,67,15,1,88,2.0,0,2,17,1,41,-0.48519611654772077,1,60,56,5,2,1,78,False,178.0,116,88.23529411764706
Bad,68,182.0,19,94,19,0,90,2.0,4,6,20,0,40,-0.48519611654772077,3,5,48,3,3,0,55,False,163.0,53,95.0
Good,85,164.0,4,90,34,0,100,,7,8,37,2,76,0.15265573338546204,1,2,58,2,1,0,100,True,160.0,60,91.89189189189189
Bad,67,51.0,2,25,9,0,80,10.0,4,6,10,2,50,-0.48519611654772077,2,0,96,1,1,0,50,False,49.0,96,90.0
Bad,82,256.0,6,77,17,0,100,,7,8,51,1,22,-0.2725788332366598,1,37,58,3,1,2,80,True,250.0,95,33.333333333333336
Bad,73,214.0,4,122,27,0,96,34.0,6,6,31,2,37,0.36527301669652296,3,16,93,2,2,0,40,False,210.0,109,87.09677419354838
Good,83,417.0,22,113,22,0,100,,7,8,22,0,27,4.19238411629562,0,44,58,2,1,0,60,True,395.0,102,100.0
Bad,62,340.0,3,86,21,0,91,2.0,3,5,23,3,17,-0.48519611654772077,2,50,64,6,2,3,67,False,337.0,114,91.30434782608695
Good,68,269.0,12,115,18,0,89,54.0,6,6,18,0,28,-0.48519611654772077,0,68,84,9,1,4,83,False,257.0,152,100.0
Bad,59,156.0,14,63,17,2,82,13.0,6,6,19,0,24,-0.48519611654772077,1,35,76,6,2,2,80,False,142.0,111,89.47368421052632
Bad,84,305.0,5,86,45,0,100,,7,8,46,2,35,-0.48519611654772077,3,22,84,4,3,0,47,True,300.0,106,97.82608695652173
Good,82,78.0,3,36,26,0,100,,7,8,26,3,8,,0,1,58,1,1,0,11,True,75.0,59,100.0
Good,64,166.0,2,58,14,0,89,18.0,6,5,19,3,58,0.15265573338546204,1,41,82,3,6,0,82,False,164.0,123,73.6842105263158
Bad,81,137.0,9,66,34,0,100,,7,8,34,1,62,-0.48519611654772077,1,24,92,3,4,0,78,True,128.0,116,100.0
Bad,76,65.0,13,31,3,0,100,,7,8,3,0,0,-0.48519611654772077,0,48,58,2,2,1,67,True,52.0,106,100.0
Good,88,214.0,4,114,31,0,100,,7,8,31,2,13,-0.48519611654772077,1,16,58,2,1,0,19,True,210.0,74,100.0
Bad,65,123.0,2,53,16,0,82,18.0,6,6,17,2,41,-0.48519611654772077,1,58,97,6,2,2,73,False,121.0,155,94.11764705882354
Good,84,52.0,3,25,7,0,100,,7,8,7,2,43,-0.48519611654772077,0,5,98,1,2,0,50,True,49.0,103,100.0
Good,86,191.0,3,77,38,0,100,,7,8,40,3,58,0.5778903000075839,0,6,58,4,2,1,55,True,188.0,64,95.0
Good,86,215.0,5,80,38,0,100,,7,8,39,2,16,2.06621128318501,0,2,58,1,2,0,21,True,210.0,60,97.43589743589743
Good,86,166.0,2,77,9,0,100,,6,8,10,1,40,-0.48519611654772077,5,7,58,1,1,0,33,True,164.0,65,90.0
Bad,60,85.0,14,54,16,3,68,25.0,6,3,23,0,47,-0.059961549925598906,1,23,49,3,3,2,50,False,71.0,72,69.56521739130434
Bad,62,171.0,5,92,52,0,90,4.0,3,5,58,2,47,,0,28,32,7,7,0,78,True,166.0,60,89.65517241379311
Bad,72,198.0,13,91,16,0,94,53.0,6,6,18,0,39,-0.48519611654772077,1,88,86,5,2,2,100,False,185.0,174,88.88888888888889
Bad,47,57.0,57,57,1,1,0,2.0,4,6,1,0,0,-0.48519611654772077,2,93,58,1,2,1,100,False,0.0,151,100.0
Bad,60,333.0,15,112,19,2,71,7.0,2,4,22,0,29,-0.48519611654772077,1,9,85,3,3,0,40,False,318.0,94,86.36363636363636
Good,64,282.0,17,81,32,0,76,1.0,3,5,33,0,33,4.405001399606681,0,17,56,9,4,0,65,False,265.0,73,96.96969696969697
Good,71,357.0,5,71,26,0,96,60.0,6,6,27,3,52,0.5778903000075839,0,39,58,3,3,1,75,False,352.0,97,96.29629629629629
Good,50,130.0,7,63,10,7,59,1.0,0,2,17,1,12,-0.48519611654772077,0,13,58,4,1,1,88,False,123.0,71,58.8235294117647
Bad,76,75.0,7,44,23,0,92,12.0,6,6,24,2,13,-0.48519611654772077,0,0,77,2,2,0,25,False,68.0,77,95.83333333333333
Bad,65,299.0,6,77,11,1,92,1.0,0,2,12,4,17,-0.48519611654772077,8,18,107,6,1,1,78,False,293.0,125,91.66666666666667
Good,72,386.0,3,95,33,0,100,,7,8,33,3,18,-0.059961549925598906,2,30,97,9,2,1,58,True,383.0,127,100.0
Good,59,274.0,3,98,27,0,93,1.0,4,6,28,2,21,-0.48519611654772077,1,54,82,8,2,4,65,False,271.0,136,96.42857142857143
Good,91,230.0,12,135,18,0,100,,7,8,32,0,16,2.06621128318501,0,10,58,1,2,0,25,True,218.0,68,56.25
Good,64,130.0,1,33,13,0,100,,7,8,14,6,0,0.36527301669652296,1,64,58,7,2,3,78,True,129.0,122,92.85714285714286
Bad,65,107.0,7,48,40,0,100,,6,8,43,4,42,-0.48519611654772077,2,80,86,5,2,4,70,True,100.0,166,93.02325581395348
Bad,62,81.0,5,40,17,0,89,15.0,6,6,18,1,33,-0.48519611654772077,2,79,63,5,2,2,88,False,76.0,142,94.44444444444444
Good,83,204.0,6,98,14,0,100,,7,8,14,3,21,0.7905075833186448,0,27,58,2,1,0,25,True,198.0,85,100.0
Good,65,332.0,2,139,16,0,89,1.0,3,5,18,2,0,-0.2725788332366598,1,5,58,9,2,0,60,False,330.0,63,88.88888888888889
Good,88,433.0,6,138,21,0,96,76.0,6,6,23,2,74,-0.48519611654772077,4,0,93,2,2,0,57,False,427.0,93,91.30434782608695
Bad,59,15.0,4,9,8,0,100,,7,8,8,6,25,,1,66,83,2,2,2,63,True,11.0,149,100.0
Good,70,141.0,8,145,17,2,80,29.0,6,2,20,1,20,2.916680416429254,0,46,91,5,2,1,100,False,133.0,137,85.0
Good,82,193.0,14,74,13,0,100,,7,8,13,0,38,-0.48519611654772077,0,21,60,3,2,2,63,True,179.0,81,100.0
Bad,62,166.0,1,54,38,2,95,13.0,6,3,44,4,32,-0.2725788332366598,3,80,93,5,2,3,78,False,165.0,173,86.36363636363636
