RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,ConditionNotMet
Good,60,375.0,77,219,6,1,86,1.0,0,2,7,0,57,0.0,0,31,58,1,2,1,33,False
Bad,70,154.0,8,124,9,0,70,5.0,3,5,24,1,50,,1,9,58,1,1,0,40,True
Bad,64,109.0,13,65,9,1,90,60.0,6,6,10,0,50,12.0,0,86,39,3,3,1,100,False
Bad,62,233.0,8,79,6,2,86,44.0,6,5,9,1,57,0.0,0,63,71,2,3,1,83,False
Bad,65,159.0,28,49,11,0,91,14.0,6,6,22,0,27,9.0,0,52,58,4,1,1,83,False
Bad,68,181.0,6,98,2,1,67,66.0,6,3,3,1,100,,0,30,58,4,1,1,100,True
Good,86,153.0,6,94,10,0,100,,7,8,11,1,73,6.0,0,0,87,0,3,0,60,True
Good,70,92.0,11,57,16,0,88,16.0,6,6,16,1,44,0.0,0,37,61,1,3,0,67,False
Bad,62,153.0,3,68,27,1,86,1.0,2,4,28,3,25,0.0,2,22,30,7,3,2,50,False
Bad,68,60.0,7,31,11,0,92,27.0,6,5,12,3,42,0.0,1,50,77,5,2,1,88,False
Good,76,231.0,9,86,27,0,97,22.0,6,6,30,3,33,1.0,1,48,75,4,3,0,78,False
Good,73,206.0,7,97,28,0,97,23.0,6,6,31,1,35,0.0,0,34,56,4,3,0,73,False
Bad,65,125.0,5,54,28,1,90,6.0,4,4,31,2,58,0.0,0,51,62,4,5,1,75,False
Good,64,320.0,2,96,40,0,93,24.0,6,6,42,2,37,0.0,7,35,77,14,2,1,80,False
Bad,64,133.0,8,77,16,2,76,5.0,3,4,21,2,29,0.0,2,32,2,6,2,1,80,False
Bad,65,235.0,3,65,28,0,90,40.0,6,6,29,5,31,0.0,2,31,71,12,4,1,80,False
Bad,68,261.0,2,63,13,0,86,25.0,6,6,14,5,36,0.0,2,32,95,7,3,0,83,False
Bad,65,182.0,2,50,18,0,90,6.0,3,5,21,5,57,,7,58,88,4,3,0,88,True
Bad,75,193.0,3,52,23,0,96,43.0,6,2,24,2,29,0.0,0,27,58,9,1,1,67,False
Bad,65,82.0,1,43,25,1,97,70.0,6,5,30,3,33,2.0,4,33,53,2,8,1,56,False
Good,91,323.0,34,164,15,0,100,,7,8,15,0,20,2.0,1,1,35,2,1,0,30,True
Bad,80,318.0,4,74,22,0,100,,6,8,22,5,77,0.0,8,7,91,2,3,0,83,True
Bad,67,187.0,9,67,15,1,88,2.0,0,2,17,1,41,0.0,1,60,56,5,2,1,78,False
Bad,68,182.0,19,94,19,0,90,2.0,4,6,20,0,40,0.0,3,5,48,3,3,0,55,False
Good,85,164.0,4,90,34,0,100,,7,8,37,2,76,3.0,1,2,58,2,1,0,100,True
Bad,67,51.0,2,25,9,0,80,10.0,4,6,10,2,50,0.0,2,0,96,1,1,0,50,False
Bad,82,256.0,6,77,17,0,100,,7,8,51,1,22,1.0,1,37,58,3,1,2,80,True
Bad,73,214.0,4,122,27,0,96,34.0,6,6,31,2,37,4.0,3,16,93,2,2,0,40,False
Good,83,417.0,22,113,22,0,100,,7,8,22,0,27,22.0,0,44,58,2,1,0,60,True
Bad,62,340.0,3,86,21,0,91,2.0,3,5,23,3,17,0.0,2,50,64,6,2,3,67,False
Good,68,269.0,12,115,18,0,89,54.0,6,6,18,0,28,0.0,0,68,84,9,1,4,83,False
Bad,59,156.0,14,63,17,2,82,13.0,6,6,19,0,24,0.0,1,35,76,6,2,2,80,False
Bad,84,305.0,5,86,45,0,100,,7,8,46,2,35,0.0,3,22,84,4,3,0,47,True
Good,82,78.0,3,36,26,0,100,,7,8,26,3,8,,0,1,58,1,1,0,11,True
Good,64,166.0,2,58,14,0,89,18.0,6,5,19,3,58,3.0,1,41,82,3,6,0,82,False
Bad,81,137.0,9,66,34,0,100,,7,8,34,1,62,0.0,1,24,92,3,4,0,78,True
Bad,76,65.0,13,31,3,0,100,,7,8,3,0,0,0.0,0,48,58,2,2,1,67,True
Good,88,214.0,4,114,31,0,100,,7,8,31,2,13,0.0,1,16,58,2,1,0,19,True
Bad,65,123.0,2,53,16,0,82,18.0,6,6,17,2,41,0.0,1,58,97,6,2,2,73,False
Good,84,52.0,3,25,7,0,100,,7,8,7,2,43,0.0,0,5,98,1,2,0,50,True
Good,86,191.0,3,77,38,0,100,,7,8,40,3,58,5.0,0,6,58,4,2,1,55,True
Good,86,215.0,5,80,38,0,100,,7,8,39,2,16,12.0,0,2,58,1,2,0,21,True
Good,86,166.0,2,77,9,0,100,,6,8,10,1,40,0.0,5,7,58,1,1,0,33,True
Bad,60,85.0,14,54,16,3,68,25.0,6,3,23,0,47,2.0,1,23,49,3,3,2,50,False
Bad,62,171.0,5,92,52,0,90,4.0,3,5,58,2,47,,0,28,32,7,7,0,78,True
Bad,72,198.0,13,91,16,0,94,53.0,6,6,18,0,39,0.0,1,88,86,5,2,2,100,False
Bad,47,57.0,57,57,1,1,0,2.0,4,6,1,0,0,0.0,2,93,58,1,2,1,100,False
Bad,60,333.0,15,112,19,2,71,7.0,2,4,22,0,29,0.0,1,9,85,3,3,0,40,False
Good,64,282.0,17,81,32,0,76,1.0,3,5,33,0,33,23.0,0,17,56,9,4,0,65,False
Good,71,357.0,5,71,26,0,96,60.0,6,6,27,3,52,5.0,0,39,58,3,3,1,75,False
Good,50,130.0,7,63,10,7,59,1.0,0,2,17,1,12,0.0,0,13,58,4,1,1,88,False
Bad,76,75.0,7,44,23,0,92,12.0,6,6,24,2,13,0.0,0,0,77,2,2,0,25,False
Bad,65,299.0,6,77,11,1,92,1.0,0,2,12,4,17,0.0,8,18,107,6,1,1,78,False
Good,72,386.0,3,95,33,0,100,,7,8,33,3,18,2.0,2,30,97,9,2,1,58,True
Good,59,274.0,3,98,27,0,93,1.0,4,6,28,2,21,0.0,1,54,82,8,2,4,65,False
Good,91,230.0,12,135,18,0,100,,7,8,32,0,16,12.0,0,10,58,1,2,0,25,True
Good,64,130.0,1,33,13,0,100,,7,8,14,6,0,4.0,1,64,58,7,2,3,78,True
Bad,65,107.0,7,48,40,0,100,,6,8,43,4,42,0.0,2,80,86,5,2,4,70,True
Bad,62,81.0,5,40,17,0,89,15.0,6,6,18,1,33,0.0,2,79,63,5,2,2,88,False
Good,83,204.0,6,98,14,0,100,,7,8,14,3,21,6.0,0,27,58,2,1,0,25,True
Good,65,332.0,2,139,16,0,89,1.0,3,5,18,2,0,1.0,1,5,58,9,2,0,60,False
Good,88,433.0,6,138,21,0,96,76.0,6,6,23,2,74,0.0,4,0,93,2,2,0,57,False
Bad,59,15.0,4,9,8,0,100,,7,8,8,6,25,,1,66,83,2,2,2,63,True
Good,70,141.0,8,145,17,2,80,29.0,6,2,20,1,20,16.0,0,46,91,5,2,1,100,False
Good,82,193.0,14,74,13,0,100,,7,8,13,0,38,0.0,0,21,60,3,2,2,63,True
Bad,62,166.0,1,54,38,2,95,13.0,6,3,44,4,32,1.0,3,80,93,5,2,3,78,False
Bad,56,223.0,9,71,21,0,90,0.0,4,6,22,2,43,,2,87,51,5,3,2,100,True
Bad,70,116.0,12,62,14,1,83,14.0,6,4,18,0,17,0.0,2,70,58,5,1,2,88,False
Good,77,196.13915857605178,3,116,19,0,100,,7,8,19,2,16,18.0,0,34,58,10,1,1,85,True
Bad,60,70.0,8,39,10,1,83,19.0,6,5,13,1,58,0.0,1,89,93,4,3,2,88,False
Good,79,200.0,10,82,38,0,100,,7,8,40,1,30,0.0,1,35,67,2,2,1,36,True
Bad,70,226.0,5,74,22,0,91,66.0,6,6,22,1,32,,0,61,94,5,2,2,64,True
Bad,63,11.0,2,7,10,0,100,,7,8,12,12,25,0.0,10,18,58,7,1,0,80,True
Bad,65,101.0,2,34,15,0,100,,7,8,18,5,33,0.0,9,72,100,5,3,4,69,True
Bad,75,197.0,2,95,20,0,95,62.0,6,6,21,2,24,,2,48,99,4,3,1,78,True
Bad,78,75.0,4,35,13,0,100,,7,8,14,2,50,4.0,1,37,73,4,3,0,78,True
Bad,60,215.0,12,110,15,0,73,13.0,6,6,15,0,7,11.0,0,75,58,5,2,4,64,False
Bad,64,195.0,5,52,30,0,100,,7,8,30,5,33,0.0,3,75,58,5,2,2,50,True
Good,80,282.0,2,103,28,0,97,3.0,4,6,37,1,26,0.0,3,0,58,1,2,0,14,False
Good,72,206.0,3,75,49,0,100,,7,8,49,6,35,6.0,0,56,67,7,3,2,83,True
Bad,67,189.0,13,111,8,4,70,68.0,6,3,10,0,50,0.0,1,97,58,1,1,1,100,False
Bad,55,201.0,4,62,33,0,88,6.0,4,6,33,5,30,,2,71,70,6,5,4,61,True
Bad,58,91.0,4,41,31,0,100,,7,8,32,5,56,0.0,1,71,90,13,4,4,100,True
Good,67,217.0,9,89,15,2,82,8.0,4,2,23,1,18,0.0,3,3,25,1,1,0,29,False
Good,78,193.0,29,100,18,0,100,,7,8,18,0,33,0.0,0,63,58,4,2,2,55,True
Bad,72,48.0,10,26,4,0,100,,7,8,4,1,25,,1,54,58,3,1,0,100,True
Good,82,120.0,2,43,15,0,100,,7,8,17,4,29,0.0,0,33,80,2,4,0,86,True
Bad,55,313.0,21,119,18,1,64,3.0,3,4,22,0,36,0.0,1,55,56,6,2,5,75,False
Bad,70,113.0,13,21,9,0,100,,7,8,14,0,11,0.0,2,20,58,3,1,1,50,True
Good,80,228.0,2,61,46,0,100,,7,8,49,7,29,0.0,1,9,58,5,2,0,57,True
Good,72,400.0,3,104,38,0,100,,7,8,39,5,18,0.0,0,37,3,9,2,3,63,True
Good,75,292.0,7,102,22,0,100,,7,8,22,1,27,7.0,0,31,58,6,2,1,62,True
Good,73,397.0,2,113,40,0,98,39.0,6,6,41,5,37,10.0,0,26,79,8,4,0,71,False
Good,82,191.0,9,77,31,0,90,22.0,6,6,31,1,16,0.0,1,7,82,4,1,0,42,False
Bad,67,212.0,4,79,18,0,100,,7,8,18,5,22,0.0,3,81,30,7,1,5,82,True
Good,79,344.0,24,135,24,0,100,,7,8,24,0,17,1.0,1,41,58,4,1,2,50,True
Bad,89,272.0,22,126,16,0,100,,7,8,16,0,25,1.0,1,9,43,2,2,0,40,True
Bad,69,137.0,6,58,18,1,95,,6,7,20,3,70,,0,81,65,4,2,2,86,True
Bad,73,107.0,10,70,20,0,95,13.0,6,6,21,1,86,0.0,4,81,93,2,3,2,83,False
Good,71,59.0,2,21,6,0,100,,7,8,8,4,50,1.0,2,44,95,2,2,0,67,True
Bad,56,180.0,8,74,29,2,87,2.0,1,3,32,4,30,,1,30,80,5,4,1,69,True
Bad,69,161.0,4,90,19,1,89,61.0,6,6,19,2,26,,1,38,94,8,1,3,90,True
Good,72,194.0,2,100,43,0,100,,7,8,48,1,29,,0,34,61,8,3,3,72,True
Good,86,361.0,12,171,9,0,100,,7,8,9,0,22,0.0,0,31,16,4,2,0,67,True
Good,65,114.0,11,63,14,2,72,16.0,6,2,19,2,28,,3,23,80,3,1,1,57,True
Good,77,145.0,3,66,20,0,95,61.0,6,6,25,2,35,,0,22,66,4,3,0,70,True
Bad,66,190.0,1,64,7,1,78,,6,7,9,3,22,0.0,7,34,58,5,1,0,100,True
Good,86,155.0,3,68,33,0,100,,7,8,36,2,42,0.0,1,2,98,2,1,0,60,True
Bad,58,214.0,10,158,15,2,58,1.0,4,3,19,1,53,,0,3,68,4,3,0,100,True
Bad,65,91.0,1,38,17,1,89,21.0,6,6,18,5,56,0.0,6,26,37,3,4,0,78,False
Good,81,134.0,2,60,25,0,100,,7,8,27,2,15,,1,32,48,6,3,0,100,True
Good,82,270.0,30,89,12,0,100,,7,8,12,0,42,0.0,0,44,6,3,2,0,71,True
Good,79,261.0,4,121,14,0,93,61.0,6,6,14,2,7,0.0,2,11,58,2,2,0,50,False
Good,89,159.0,11,62,9,0,100,,7,8,9,3,22,11.0,0,2,58,1,1,0,33,True
Bad,68,238.0,20,72,31,2,91,3.0,0,2,33,0,21,0.0,0,20,62,5,2,1,44,False
Good,83,202.0,28,97,10,0,100,,7,8,10,0,20,1.0,1,0,46,0,2,1,67,True
Bad,69,105.0,3,30,17,0,100,,7,8,17,7,12,4.0,1,32,100,6,1,2,64,True
Good,83,190.0,26,102,32,0,97,52.0,6,6,33,0,19,2.0,1,2,20,2,3,0,42,False
Good,81,137.0,1,55,20,0,100,,7,8,23,3,43,1.0,3,33,92,2,3,0,63,True
Bad,74,111.0,2,52,26,0,100,,7,8,29,5,34,0.0,0,46,92,5,2,2,64,True
Bad,70,332.0,11,123,19,1,100,,6,8,20,1,25,,2,22,58,2,2,1,55,True
Good,88,206.0,7,83,23,0,100,,7,8,25,2,44,23.0,0,18,89,1,2,0,60,True
Bad,80,146.0,1,38,15,0,100,,7,8,30,1,13,3.0,2,16,58,2,1,0,27,True
Bad,80,203.0,6,91,15,0,100,,7,8,17,1,29,,0,16,93,6,2,1,69,True
Good,83,174.0,9,142,13,0,100,,7,8,14,1,36,0.0,3,0,82,0,2,0,33,True
Good,68,123.0,20,44,7,0,86,10.0,6,6,7,0,29,1.0,1,26,72,2,2,0,80,False
Good,56,219.0,7,99,36,1,97,0.0,4,6,40,2,38,1.0,4,26,42,4,3,0,39,False
Bad,68,223.0,4,81,25,1,76,12.0,6,4,29,5,28,15.0,0,33,96,4,3,1,50,False
Good,68,252.0,21,114,15,0,88,5.0,4,5,17,0,53,,0,23,58,2,3,0,83,True
Bad,58,149.0,13,68,31,0,91,1.0,4,6,32,0,34,,1,62,64,4,5,2,75,True
Bad,67,251.0,2,76,31,0,97,13.0,6,6,34,4,59,,3,79,84,6,5,2,92,True
Good,81,144.0,14,83,23,0,92,54.0,6,6,25,0,36,0.0,0,8,49,1,2,0,33,False
Good,66,182.0,5,69,20,0,100,,7,8,20,2,25,3.0,1,55,96,8,2,3,91,True
Bad,61,39.0,23,26,4,1,60,12.0,6,5,6,0,60,0.0,0,28,58,1,1,0,67,False
Good,82,257.0,3,108,45,0,100,,7,8,46,3,28,,1,3,100,2,3,0,46,True
Good,74,198.0,4,53,11,1,92,62.0,6,2,12,1,33,4.0,2,3,58,2,1,0,43,False
Bad,59,209.0,5,96,16,1,82,1.0,4,3,17,1,18,4.0,1,43,58,6,1,0,70,False
Bad,75,136.0,33,74,17,0,100,,7,8,25,0,65,2.0,1,83,165,1,9,1,77,True
Bad,71,276.0,5,60,13,1,100,,6,8,13,1,46,,1,24,58,3,1,0,57,True
Good,74,435.0,4,192,12,0,77,18.0,6,6,13,1,8,0.0,0,56,58,2,2,0,75,False
Good,87,172.0,11,72,19,0,100,,7,8,19,1,32,16.0,0,0,25,1,2,0,27,True
Bad,67,134.0,2,52,23,0,92,63.0,6,6,25,3,25,0.0,9,30,58,5,2,1,64,False
Good,58,125.0,14,62,10,5,80,1.0,4,6,10,0,60,0.0,2,81,58,3,2,1,83,False
Bad,82,163.0,18,86,14,0,100,,7,8,14,0,7,5.0,0,35,70,3,1,0,83,True
Good,74,158.0,2,58,36,1,97,13.0,6,6,40,5,45,0.0,0,0,92,1,3,1,57,False
Good,71,167.0,31,84,21,0,96,37.0,6,6,23,0,13,,0,55,58,5,1,3,60,True
Good,88,286.0,76,133,4,0,100,,7,8,5,0,60,0.0,0,9,58,1,2,0,100,True
Good,77,255.0,5,72,40,0,100,,7,8,45,7,22,,1,3,71,7,5,1,46,True
Good,80,270.0,18,128,32,0,100,,7,8,32,0,38,0.0,0,25,31,3,6,1,77,True
Good,69,117.0,7,34,8,0,89,44.0,6,6,9,1,78,0.0,2,0,94,0,3,1,75,False
Good,78,156.0,4,41,13,0,100,,7,8,13,6,38,3.0,3,19,93,2,3,0,71,True
Good,60,82.0,6,32,24,2,100,,0,8,24,4,33,4.0,2,26,98,4,2,0,50,True
Good,82,172.0,0,71,23,0,100,,7,8,24,4,54,0.0,1,4,81,4,3,0,70,True
Bad,77,264.0,4,78,35,0,100,,7,8,35,7,6,0.0,1,11,58,6,2,2,47,True
Good,70,284.0,1,64,12,0,71,9.0,4,5,14,1,14,0.0,1,15,60,3,2,0,63,False
Bad,73,420.0,97,208,7,0,88,64.0,6,6,8,0,25,0.0,0,76,58,3,2,2,75,False
Good,58,372.0,38,94,15,1,71,5.0,1,3,17,0,53,0.0,0,35,58,4,1,0,100,False
Bad,59,45.0,11,31,10,1,73,11.0,3,4,15,1,20,0.0,0,14,58,6,1,0,88,False
Good,78,175.0,17,88,39,0,100,,7,8,40,0,70,5.0,1,33,74,3,2,1,83,True
Good,74,52.0,5,26,16,0,100,,7,8,16,2,19,0.0,1,45,56,3,2,0,56,True
Bad,64,111.0,3,35,15,2,100,,7,8,17,2,33,0.0,1,70,97,4,3,0,78,True
Bad,62,343.0,3,154,16,4,60,28.0,6,2,25,2,20,0.0,3,59,58,4,2,1,67,False
Bad,60,240.0,5,115,11,0,73,13.0,6,5,15,1,33,14.0,0,93,96,5,2,3,100,False
Good,85,165.0,1,73,10,0,100,,7,8,13,4,8,0.0,0,11,58,4,1,0,63,True
Bad,56,165.0,1,71,1,5,75,34.0,6,5,9,2,50,0.0,3,0,58,0,1,0,67,False
Good,76,254.0,8,85,16,0,100,,7,8,16,2,31,0.0,0,49,94,2,3,2,71,True
Good,64,81.0,59,70,1,1,50,30.0,6,2,2,0,50,0.0,0,30,58,4,1,1,100,False
Bad,60,55.0,2,30,20,0,100,,7,8,21,7,24,1.0,5,64,91,7,4,3,80,True
Good,88,217.0,7,94,12,0,100,,7,8,12,1,17,0.0,0,6,58,3,2,0,38,True
Bad,83,262.0,19,135,36,0,100,,7,8,37,0,27,19.0,0,38,47,11,2,1,76,True
Bad,73,178.0,2,42,11,0,100,,7,8,11,2,8,,0,40,100,4,1,1,71,True
Bad,70,84.0,8,40,15,0,88,60.0,6,5,16,1,25,,0,7,69,2,3,0,56,True
Good,82,222.0,3,73,38,0,100,,7,8,39,3,31,0.0,2,8,100,3,2,0,38,True
Bad,57,168.0,73,107,8,2,89,8.0,0,6,9,0,44,,0,30,58,4,2,1,67,True
Bad,69,266.0,5,93,22,0,89,28.0,6,5,27,2,41,9.0,0,27,92,6,2,1,67,False
Good,60,303.0,2,116,44,0,87,5.0,6,6,45,1,27,0.0,0,35,70,6,5,1,50,False
Bad,77,46.0,5,27,7,0,100,,7,8,7,2,43,0.0,1,0,96,0,2,1,67,True
Bad,61,210.0,4,64,28,0,93,9.0,4,6,28,3,46,0.0,0,52,95,10,2,4,86,False
Good,82,208.0,11,77,22,0,96,39.0,6,5,24,1,21,0.0,1,3,80,4,2,0,55,False
Good,72,156.0,2,53,16,0,89,50.0,6,5,24,1,37,,0,29,50,2,2,1,44,True
Good,80,229.0,0,87,12,0,100,,7,8,13,2,15,0.0,0,53,58,2,1,2,38,True
Bad,54,188.0,1,73,35,0,87,0.0,4,6,38,4,66,,12,103,97,5,5,4,71,True
Bad,79,181.0,1,91,12,0,100,,7,8,14,1,21,0.0,3,66,39,3,2,1,71,True
Good,68,348.0,12,91,34,0,100,,7,8,34,0,32,0.0,0,78,68,11,4,7,76,True
Bad,63,79.0,10,30,10,0,100,,7,8,10,1,30,,0,88,70,4,2,2,100,True
Bad,80,88.0,2,50,20,0,95,39.0,6,6,22,2,48,21.0,0,13,55,4,3,0,70,False
Good,74,138.0,23,89,9,0,89,1.0,4,6,9,0,22,0.0,0,3,58,1,2,0,25,False
Bad,71,171.0,27,92,9,0,67,7.0,4,6,9,0,22,5.0,0,40,43,3,1,0,67,False
Good,72,156.0,12,48,10,0,90,79.0,6,6,10,0,30,,2,41,65,4,1,0,86,True
Good,82,235.0,24,123,30,0,100,,6,7,32,0,38,,0,36,58,3,1,0,100,True
Bad,68,144.0,4,58,24,0,100,,7,8,24,3,38,0.0,0,81,82,8,4,2,100,True
Good,61,138.0,19,62,9,0,92,1.0,4,6,13,0,31,0.0,2,91,61,4,2,4,75,False
Good,86,153.0,17,77,19,0,100,,7,8,21,0,43,0.0,1,8,92,1,4,0,83,True
Good,79,193.0,18,100,24,0,96,36.0,6,6,34,0,40,19.0,0,16,58,3,1,0,44,False
Good,71,176.0,6,87,16,1,94,57.0,6,2,17,1,35,,0,70,58,3,2,1,75,True
Bad,57,75.0,8,33,17,0,88,2.0,4,6,17,1,18,0.0,0,32,58,3,1,2,44,False
Good,71,196.13915857605178,9,46,15,0,88,21.0,6,6,16,3,44,8.0,0,32,89,3,2,0,63,False
Good,70,204.0,6,77,28,0,97,2.0,4,6,50,4,23,6.0,0,33,97,3,1,1,42,False
Bad,67,96.0,15,63,20,0,75,2.0,4,6,20,0,55,0.0,0,4,78,3,3,0,60,False
Good,88,450.0,33,169,14,0,100,,7,8,14,0,14,0.0,0,0,58,2,2,0,50,True
Bad,66,133.0,6,77,23,0,100,,7,8,26,2,42,0.0,3,105,94,6,2,6,100,True
Good,75,176.0,2,77,23,0,100,,7,8,28,3,43,1.0,1,46,86,5,2,2,78,True
Good,90,184.0,71,106,4,0,100,,7,8,4,0,50,0.0,0,0,58,0,1,0,50,True
Bad,74,211.0,8,85,43,0,93,8.0,4,5,45,1,44,0.0,2,3,80,4,2,0,60,False
Good,82,302.0,28,91,19,0,100,,7,8,20,0,15,0.0,3,2,58,4,2,0,50,True
Bad,60,199.0,9,40,14,2,94,65.0,0,5,16,3,44,8.0,0,103,58,4,2,3,100,False
Bad,57,129.0,29,74,12,16,30,6.0,1,3,30,0,73,,0,26,47,2,9,0,92,True
Bad,74,254.0,3,101,14,0,87,40.0,6,6,15,1,47,0.0,1,29,67,3,4,1,70,False
Bad,59,244.0,4,76,27,0,80,6.0,4,5,30,2,40,0.0,2,88,54,7,4,3,93,False
Good,78,479.0,12,128,30,0,90,13.0,6,6,30,0,30,11.0,0,6,50,6,5,1,61,False
Bad,55,138.0,6,43,3,0,50,73.0,6,6,4,1,50,0.0,2,131,90,1,1,1,100,False
Bad,62,260.0,3,74,29,0,86,1.0,3,5,35,6,40,,5,27,73,7,8,0,63,True
Good,76,268.0,1,78,23,0,100,,7,8,35,6,28,0.0,2,13,53,4,2,0,43,True
Bad,51,169.0,5,70,19,0,62,2.0,4,6,21,1,33,0.0,0,87,48,5,2,4,64,False
Good,70,241.0,4,88,10,0,75,56.0,6,5,13,1,50,0.0,0,39,68,4,2,2,100,False
Bad,64,151.0,9,65,30,1,100,,6,8,31,1,19,,1,56,21,10,3,5,76,True
Good,82,174.0,6,74,25,0,100,,7,8,26,1,23,5.0,0,19,77,2,3,0,67,True
Good,77,298.0,10,121,23,0,100,,7,8,24,2,25,1.0,3,48,87,5,1,1,67,True
Good,73,134.0,11,54,23,0,100,,7,8,24,1,46,2.0,1,47,58,4,4,1,67,True
Bad,69,147.0,3,65,38,0,100,,7,8,41,4,44,1.0,4,51,73,3,3,1,46,True
Good,76,292.0,1,110,38,0,98,67.0,6,6,44,3,18,6.0,0,21,96,7,2,2,59,False
Good,77,90.0,10,41,3,0,100,,7,8,3,1,67,0.0,0,26,83,1,2,0,100,True
Bad,65,115.0,9,49,18,1,100,,7,8,21,1,30,0.0,1,56,81,7,2,3,82,True
Bad,79,130.0,15,63,12,0,92,33.0,6,6,12,0,42,0.0,0,12,58,2,1,2,60,False
Bad,65,277.0,6,79,27,0,93,25.0,6,6,30,4,21,0.0,11,29,43,6,3,2,56,False
Bad,75,360.0,1,43,18,0,100,,7,8,37,6,32,,0,36,38,3,3,0,55,True
Bad,74,369.0,6,80,19,1,95,17.0,6,2,19,2,5,,0,21,58,6,2,0,67,True
Good,78,317.0,13,77,33,0,97,33.0,6,6,35,0,21,,0,5,58,3,2,0,31,True
Bad,80,172.0,2,32,38,0,100,,6,7,39,14,33,0.0,29,6,88,5,4,0,38,True
Bad,67,89.0,1,36,16,0,100,,7,8,19,5,26,0.0,4,63,29,6,2,3,73,True
Bad,66,136.0,6,62,55,1,98,14.0,6,2,57,4,23,0.0,1,41,60,9,5,4,56,False
Bad,82,153.0,9,54,18,0,100,,7,8,18,1,44,14.0,0,9,58,2,1,0,38,True
Bad,54,266.0,5,99,54,0,96,11.0,4,6,56,2,43,2.0,3,58,67,12,6,3,69,False
Bad,56,91.0,3,46,27,0,96,9.0,4,6,27,5,19,2.0,1,86,69,17,2,8,87,False
Bad,88,188.0,17,107,9,0,100,,7,8,16,0,33,,0,0,69,1,2,0,57,True
Good,84,49.0,6,28,13,0,100,,7,8,13,1,46,0.0,1,1,59,1,2,0,60,True
Bad,60,47.0,12,31,2,0,33,5.0,4,6,3,0,33,0.0,0,72,58,1,2,0,100,False
Good,75,85.0,2,60,7,1,78,27.0,6,4,9,2,44,0.0,0,5,58,3,1,1,80,False
Good,60,261.0,2,121,10,0,46,41.0,6,5,13,1,38,2.0,1,4,101,3,2,0,100,False
Bad,63,112.0,4,54,17,1,89,21.0,6,2,19,1,37,0.0,0,72,97,7,3,4,91,False
Bad,62,144.0,2,43,22,0,100,,7,8,23,3,35,0.0,1,74,41,6,4,3,71,True
Bad,69,192.0,2,106,27,1,88,15.0,6,4,32,5,53,,2,15,23,4,4,0,67,True
Good,68,148.0,7,65,17,0,83,31.0,6,6,18,1,44,0.0,0,28,48,2,2,2,40,False
Good,75,231.0,7,83,28,2,97,78.0,6,6,30,2,77,1.0,1,10,73,2,3,0,63,False
Bad,83,175.0,26,69,16,0,100,,7,8,16,0,38,0.0,1,4,43,2,2,0,40,True
Bad,72,21.0,8,16,3,0,100,,7,8,3,1,67,0.0,1,4,87,1,2,1,100,True
Bad,60,89.0,3,40,27,0,100,,7,8,27,5,37,,1,89,54,11,2,6,81,True
Bad,62,154.0,6,84,11,0,92,1.0,3,5,12,1,25,0.0,2,5,93,1,2,0,75,False
Good,83,196.13915857605178,12,82,10,0,85,75.0,6,6,13,0,46,5.0,0,2,87,1,1,0,67,False
Bad,58,264.0,13,78,24,0,92,1.0,4,6,25,0,28,0.0,4,70,23,13,2,5,94,False
Bad,62,164.0,9,47,13,0,100,,7,8,13,3,31,0.0,1,81,87,5,2,4,88,True
Bad,88,199.0,4,112,5,0,100,,7,8,5,1,40,3.0,1,5,98,3,1,0,100,True
Good,86,167.0,5,65,46,0,100,,7,8,47,4,20,4.0,1,2,58,1,2,0,13,True
Bad,68,63.0,1,28,14,0,93,37.0,6,6,15,2,53,,0,31,58,1,1,0,50,True
Bad,70,278.0,11,87,16,0,94,12.0,6,5,31,1,18,,1,74,66,7,3,3,100,True
Bad,55,156.0,5,65,59,1,98,2.0,4,6,59,5,36,1.0,11,44,91,7,5,1,92,False
Bad,71,135.0,24,73,21,1,87,15.0,6,4,23,0,4,0.0,0,26,58,4,1,1,55,False
Bad,76,87.0,2,34,30,0,100,,7,8,35,6,34,0.0,16,4,60,9,1,0,65,True
Bad,61,108.0,1,64,3,0,67,79.0,6,6,8,2,50,0.0,4,81,81,1,1,1,75,False
Good,77,132.0,8,70,23,0,100,,7,8,23,1,48,3.0,2,21,88,2,3,0,71,True
Good,84,137.0,3,87,22,0,95,13.0,6,6,22,1,41,0.0,0,8,58,2,1,0,43,False
Bad,68,27.0,0,15,12,0,100,,7,8,13,5,31,0.0,5,14,72,3,3,0,67,True
Bad,63,88.0,8,41,25,0,92,20.0,6,6,26,1,35,0.0,2,25,72,3,3,2,38,False
Bad,63,103.0,5,37,29,0,90,3.0,4,5,31,3,37,6.0,0,32,95,8,5,0,57,False
Good,77,173.0,11,59,7,1,100,,7,8,8,1,43,0.0,0,69,58,1,1,0,100,True
