ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance,RiskPerformance
62,140,10,75,6,2,50,6.0,3,2,10,1,50,0,2,52,89.0,2,2,1,100,True,True,60.0,10,Bad
74,206,9,66,16,0,100,122.0,7,7,37,1,25,35,2,52,56.0,6,2,1,73,False,False,43.0,27,Good
57,168,73,107,8,2,89,8.0,2,6,9,0,44,35,0,30,,4,2,1,67,True,True,89.0,6,Bad
72,183,7,63,15,0,100,122.0,7,7,15,1,40,0,4,61,62.0,2,1,1,38,False,False,100.0,5,Bad
66,136,6,62,55,1,98,14.0,7,2,57,4,23,0,1,41,60.0,9,5,4,56,True,False,96.0,31,Bad
69,306,8,48,21,0,91,18.0,7,6,37,1,27,35,1,38,77.0,5,3,2,50,True,False,57.0,18,Bad
80,181,9,53,13,0,100,122.0,7,7,13,1,62,0,0,44,92.0,2,3,0,83,False,False,100.0,10,Bad
77,178,5,80,18,0,100,122.0,7,7,18,3,39,4,2,24,,4,1,0,71,False,False,100.0,12,Good
84,93,4,37,7,0,100,122.0,7,7,7,4,29,35,3,16,,2,1,0,75,False,False,100.0,5,Good
70,327,4,82,37,0,100,122.0,7,7,37,4,16,0,2,31,88.0,7,3,3,56,False,False,100.0,20,Good
74,42,10,27,8,0,100,122.0,7,7,8,2,25,23,0,41,76.0,2,2,1,57,False,False,100.0,4,Bad
64,226,1,102,44,0,98,1.0,6,6,50,1,28,1,2,59,100.0,10,3,4,62,True,True,88.0,31,Good
78,75,4,35,13,0,100,122.0,7,7,14,2,50,4,1,37,73.0,4,3,0,78,False,False,93.0,10,Bad
72,386,3,95,33,0,100,122.0,7,7,33,3,18,2,2,30,97.0,9,2,1,58,False,False,100.0,19,Good
73,215,7,88,38,1,92,23.0,7,6,40,1,38,19,0,1,78.0,4,2,1,50,True,False,95.0,20,Bad
76,65,13,31,3,0,100,122.0,7,7,3,0,0,0,0,48,,2,2,1,67,False,False,100.0,2,Bad
88,163,11,87,9,0,90,67.5,7,6,10,1,20,0,0,2,,2,2,0,40,True,False,90.0,4,Bad
65,216,6,80,19,0,70,7.0,6,5,20,1,30,0,0,21,,2,1,0,38,True,True,95.0,7,Bad
79,236,6,77,37,0,95,33.0,7,6,37,1,49,0,0,7,79.0,4,4,0,73,True,False,100.0,27,Good
80,172,2,32,38,0,100,122.0,7,7,39,14,33,0,29,6,88.0,5,4,0,38,False,False,97.0,14,Bad
85,173,16,51,9,0,100,122.0,7,7,28,0,0,0,1,13,,4,2,0,80,False,False,32.0,22,Good
63,97,9,44,9,6,71,58.0,7,2,17,4,29,0,4,69,,1,1,1,50,True,False,53.0,8,Bad
61,189,35,107,8,4,70,12.0,7,6,10,0,40,0,2,0,,0,1,1,50,True,False,80.0,5,Bad
89,274,11,125,15,0,100,122.0,7,7,15,1,20,16,0,6,96.0,3,2,0,50,False,False,100.0,7,Good
86,152,2,71,19,0,100,122.0,7,7,20,1,50,0,4,2,,1,1,0,29,False,False,95.0,5,Good
75,193,3,52,23,0,96,43.0,7,2,24,2,29,0,0,27,,9,1,1,67,True,False,96.0,16,Bad
69,66,8,32,14,1,93,9.0,2,2,15,4,53,35,0,9,86.0,2,3,1,78,True,True,93.0,11,Bad
80,145,5,53,29,0,100,122.0,7,7,30,7,17,10,0,0,,2,1,0,20,False,False,97.0,6,Good
79,200,10,82,38,0,100,122.0,7,7,40,1,30,0,1,35,67.0,2,2,1,36,False,False,95.0,14,Good
78,164,10,82,15,0,100,122.0,7,7,16,1,38,0,0,56,69.0,3,2,0,83,False,False,94.0,13,Good
56,166,2,55,28,2,78,1.0,6,2,32,3,28,1,1,43,85.0,13,4,4,81,True,True,88.0,25,Bad
81,112,2,55,17,0,100,122.0,7,7,19,1,47,0,1,24,,1,2,1,33,False,False,89.0,6,Bad
63,20,3,10,15,0,100,122.0,7,7,15,11,13,0,6,18,91.0,4,2,1,40,False,False,100.0,6,Bad
78,479,12,128,30,0,90,13.0,7,6,30,0,30,11,0,6,50.0,6,5,1,61,True,False,100.0,18,Good
73,131,6,54,11,0,100,122.0,7,7,11,1,27,0,2,76,98.0,5,1,2,100,False,False,100.0,11,Good
64,241,2,92,39,0,100,122.0,7,7,50,1,33,0,5,68,66.0,10,1,4,65,False,False,78.0,32,Good
79,340,4,80,52,0,96,10.0,6,6,77,2,13,6,0,2,,2,1,0,12,True,True,68.0,9,Bad
66,188,3,80,17,0,88,4.0,6,6,17,3,82,1,3,6,95.0,1,7,1,89,True,True,100.0,15,Bad
73,397,2,113,40,0,98,39.0,7,6,41,5,37,10,0,26,79.0,8,4,0,71,True,False,98.0,29,Good
66,245,44,131,12,0,79,1.0,6,5,14,0,36,0,1,46,,3,1,0,100,True,True,86.0,14,Good
80,162,9,82,22,0,100,122.0,7,7,24,1,58,0,0,79,45.0,2,2,1,80,False,False,92.0,19,Good
58,164,2,88,17,3,86,4.0,6,4,24,2,41,0,4,24,59.0,4,3,1,78,True,True,71.0,18,Bad
88,422,13,127,23,0,100,122.0,7,7,24,0,17,0,2,2,,2,1,0,38,False,False,96.0,9,Good
88,217,7,94,12,0,100,122.0,7,7,12,1,17,0,0,6,,3,2,0,38,False,False,100.0,4,Good
60,146,11,99,16,0,81,7.0,6,6,16,1,13,10,0,42,,7,1,2,80,True,True,100.0,12,Bad
66,288,10,77,27,0,96,26.0,7,6,44,1,44,12,0,72,86.0,7,2,3,100,True,False,61.0,44,Bad
78,292,11,79,16,0,100,122.0,7,7,16,1,44,0,2,33,85.0,2,3,1,71,False,False,100.0,11,Good
74,52,5,26,16,0,100,122.0,7,7,16,2,19,0,1,45,56.0,3,2,0,56,False,False,100.0,8,Good
84,140,5,74,22,0,100,122.0,7,7,24,2,14,0,1,36,22.0,1,2,0,30,False,False,92.0,7,Good
72,194,2,100,43,0,100,122.0,7,7,48,1,29,35,0,34,61.0,8,3,3,72,False,False,90.0,34,Good
85,182,17,96,19,0,96,48.0,7,6,24,0,42,9,0,5,,2,1,0,75,True,False,79.0,18,Good
63,207,5,87,19,0,100,122.0,7,7,20,2,20,0,2,10,32.0,3,3,0,46,False,False,95.0,9,Good
73,288,2,82,14,0,93,5.0,6,6,17,1,20,0,2,4,69.0,2,3,0,63,True,True,82.0,10,Good
70,335,3,105,35,2,87,34.0,7,4,39,5,33,0,2,27,6.0,10,3,1,88,True,False,90.0,34,Good
79,71,3,33,12,0,100,122.0,7,7,12,3,25,11,0,11,94.0,3,2,0,56,False,False,100.0,6,Good
80,225,19,111,18,0,100,122.0,7,7,20,0,55,0,2,5,76.0,3,1,0,80,False,False,90.0,16,Bad
79,130,15,63,12,0,92,33.0,7,6,12,0,42,0,0,12,,2,1,2,60,True,False,100.0,7,Bad
63,10,2,6,1,0,100,122.0,7,7,2,2,50,0,8,64,,1,1,1,100,False,False,50.0,2,Bad
68,123,20,44,7,0,86,10.0,7,6,7,0,29,1,1,26,72.0,2,2,0,80,True,False,100.0,5,Good
82,208,11,77,22,0,96,39.0,7,5,24,1,21,0,1,3,80.0,4,2,0,55,True,False,92.0,13,Good
57,172,56,116,10,12,58,20.0,2,2,21,0,17,0,0,12,,2,2,1,67,True,True,48.0,14,Bad
88,178,14,97,8,0,100,122.0,7,7,8,0,38,15,0,0,77.0,2,1,0,75,False,False,100.0,6,Good
70,278,11,87,16,0,94,12.0,7,5,31,1,18,35,1,74,66.0,7,3,3,100,True,False,52.0,31,Bad
72,111,4,32,21,0,100,122.0,7,7,21,3,24,21,0,50,100.0,5,2,2,57,False,False,100.0,11,Good
60,170,7,59,21,0,96,57.0,7,6,26,3,69,0,2,88,,7,1,3,100,True,False,81.0,26,Bad
71,218,22,75,22,0,96,27.0,7,5,24,0,39,1,2,3,23.0,4,1,1,56,True,False,92.0,13,Bad
71,194,12,69,29,0,93,6.0,6,6,31,0,27,2,2,36,69.0,4,2,1,67,True,True,94.0,20,Good
75,194,18,89,12,0,100,122.0,7,7,12,0,17,3,2,87,61.0,1,2,1,100,False,False,100.0,12,Good
60,134,4,55,38,0,92,5.0,6,6,39,6,46,0,0,42,53.0,11,5,2,89,True,True,97.0,34,Bad
70,298,5,71,24,0,96,81.0,7,6,47,6,13,0,2,29,,3,1,1,36,True,False,51.0,16,Good
67,251,2,76,31,0,97,67.5,7,6,34,4,59,35,3,79,84.0,6,5,2,92,True,False,91.0,31,Bad
80,93,2,34,13,0,100,122.0,7,7,15,3,40,7,0,6,84.0,3,3,0,67,False,False,87.0,10,Good
78,167,0,66,33,0,100,122.0,7,7,56,3,29,35,0,0,76.0,2,4,0,43,False,False,59.0,24,Good
67,212,4,79,18,0,100,122.0,7,7,18,5,22,0,3,81,30.0,7,1,5,82,False,False,100.0,14,Bad
84,186,15,71,15,0,100,122.0,7,7,15,0,27,0,0,13,75.0,1,2,0,50,False,False,100.0,7,Good
60,375,77,219,6,1,86,1.0,2,2,7,0,57,0,0,31,,1,2,1,33,True,True,86.0,2,Good
65,82,1,43,25,1,97,70.0,7,5,30,3,33,2,4,33,53.0,2,8,1,56,True,False,83.0,16,Bad
78,295,9,91,28,0,100,122.0,7,7,28,1,4,0,1,23,,12,2,1,71,False,False,100.0,19,Good
70,116,12,62,14,1,83,14.0,7,4,18,0,17,0,2,70,,5,1,2,88,True,False,78.0,15,Bad
57,180,9,98,19,3,74,4.0,2,6,21,1,21,0,1,21,95.0,9,1,0,71,True,True,90.0,14,Bad
73,207,4,68,25,0,96,17.0,7,6,26,4,46,0,3,0,,2,1,0,43,True,False,96.0,11,Good
70,300,2,68,33,0,94,13.0,7,6,34,1,26,0,1,4,69.0,5,5,4,69,True,False,97.0,23,Good
60,333,15,112,19,2,71,7.0,4,4,22,0,29,0,1,9,85.0,3,3,0,40,True,True,86.0,8,Bad
70,272,1,77,28,0,100,122.0,7,7,29,5,28,0,3,63,90.0,1,2,1,31,False,False,97.0,8,Good
82,163,18,86,14,0,100,122.0,7,7,14,0,7,5,0,35,70.0,3,1,0,83,False,False,100.0,11,Bad
62,163,11,53,22,0,87,23.0,7,6,23,1,39,0,0,68,92.0,6,2,3,89,True,False,96.0,20,Bad
59,209,5,96,16,1,82,1.0,6,3,17,1,18,4,1,43,,6,1,0,70,True,True,94.0,11,Bad
76,254,8,85,16,0,100,122.0,7,7,16,2,31,0,0,49,94.0,2,3,2,71,False,False,100.0,11,Good
83,175,26,69,16,0,100,122.0,7,7,16,0,38,0,1,4,43.0,2,2,0,40,False,False,100.0,6,Bad
85,186,8,83,22,0,100,122.0,7,7,22,2,18,21,0,9,79.0,2,2,0,36,False,False,100.0,7,Good
56,176,4,63,34,0,86,5.0,6,6,35,4,60,0,7,48,90.0,5,3,3,62,True,True,97.0,21,Bad
60,343,5,58,5,1,67,1.0,6,5,10,2,17,6,0,5,93.0,4,1,0,83,True,True,50.0,8,Bad
65,182,2,50,18,0,90,6.0,6,5,21,5,57,35,7,58,88.0,4,3,0,88,True,True,86.0,18,Bad
80,180,23,118,15,0,100,122.0,7,7,27,0,7,10,0,42,,2,2,1,33,False,False,56.0,8,Bad
65,123,2,53,16,0,82,18.0,7,6,17,2,41,0,1,58,97.0,6,2,2,73,True,False,94.0,12,Bad
84,411,23,91,10,0,100,122.0,7,7,11,0,36,0,0,17,,2,2,0,100,False,False,91.0,11,Good
72,302,36,105,13,1,93,35.0,7,2,14,0,14,0,0,69,,5,2,2,83,True,False,93.0,11,Good
84,169,21,57,15,0,100,122.0,7,7,15,0,33,0,1,11,,3,1,0,57,False,False,100.0,8,Good
80,263,6,106,26,0,92,14.0,7,6,26,2,23,0,0,14,17.0,4,2,1,54,True,False,100.0,14,Good
59,117,18,73,7,1,50,17.0,7,2,8,0,50,0,0,76,58.0,1,3,1,80,True,False,88.0,6,Bad
81,238,7,60,30,0,97,73.0,7,6,51,1,47,12,0,7,89.0,1,6,0,54,True,False,59.0,27,Good
70,92,11,57,16,0,88,16.0,7,6,16,1,44,0,0,37,61.0,1,3,0,67,True,False,100.0,10,Good
66,139,11,80,7,0,100,122.0,7,7,8,1,25,0,0,86,,2,1,2,100,False,False,88.0,8,Bad
74,168,2,85,23,0,96,13.0,7,6,24,3,17,0,0,40,95.0,7,2,0,64,True,False,96.0,15,Bad
82,120,2,43,15,0,100,122.0,7,7,17,4,29,0,0,33,80.0,2,4,0,86,False,False,88.0,14,Good
77,181,3,116,19,0,100,122.0,7,7,19,2,16,18,0,34,,10,1,1,85,False,False,100.0,16,Good
63,224,4,52,28,1,96,29.0,7,6,28,4,29,6,0,42,73.0,8,3,3,73,True,False,100.0,20,Good
79,181,1,91,12,0,100,122.0,7,7,14,1,21,0,3,66,39.0,3,2,1,71,False,False,86.0,9,Bad
66,172,10,90,44,0,100,122.0,7,7,48,1,38,35,1,65,85.0,12,2,8,82,False,False,92.0,39,Bad
80,271,9,62,12,0,92,9.0,6,6,12,1,33,35,0,29,50.0,1,2,0,60,True,True,100.0,7,Bad
69,122,6,52,13,3,92,74.0,7,6,16,2,92,0,1,52,97.0,1,4,0,100,True,False,81.0,16,Bad
67,213,1,56,53,0,98,42.0,7,5,59,11,18,2,2,22,89.0,7,5,1,52,True,False,90.0,30,Bad
70,127,25,57,23,0,96,67.5,7,6,24,0,13,0,0,51,,9,2,1,67,True,False,96.0,16,Bad
62,58,3,18,4,0,100,122.0,7,7,4,3,25,2,6,99,97.0,3,1,1,100,False,False,100.0,4,Bad
87,213,5,90,15,0,100,122.0,7,7,15,2,27,0,1,3,,4,1,0,56,False,False,100.0,8,Bad
70,55,0,20,6,0,100,122.0,7,7,11,6,18,0,6,28,36.0,3,2,0,45,False,False,55.0,4,Bad
63,134,2,63,33,0,92,25.0,7,6,37,3,51,5,0,45,80.0,10,4,0,88,True,False,89.0,32,Bad
65,125,5,54,28,1,90,6.0,6,4,31,2,58,0,0,51,62.0,4,5,1,75,True,True,90.0,23,Bad
60,106,2,61,25,0,93,41.0,7,6,27,1,22,0,0,88,100.0,13,1,5,93,True,False,93.0,25,Good
80,228,2,61,46,0,100,122.0,7,7,49,7,29,0,1,9,,5,2,0,57,False,False,94.0,27,Good
56,189,10,90,27,0,69,2.0,6,6,29,1,31,0,2,62,,7,1,2,67,True,True,93.0,19,Bad
64,233,6,89,39,0,100,122.0,7,7,39,1,33,0,1,63,82.0,7,7,3,78,False,False,100.0,30,Good
58,372,38,94,15,1,71,5.0,3,3,17,0,53,0,0,35,,4,1,0,100,True,True,88.0,17,Good
82,153,9,54,18,0,100,122.0,7,7,18,1,44,14,0,9,,2,1,0,38,False,False,100.0,6,Bad
72,106,14,75,9,0,50,44.0,7,6,10,0,30,0,0,0,,0,2,1,0,True,False,90.0,0,Good
82,205,2,86,30,0,97,39.0,7,6,31,4,19,0,2,2,75.0,7,1,0,44,True,False,97.0,13,Good
73,445,15,125,12,0,83,21.0,7,6,12,0,42,0,1,55,,4,1,1,100,True,False,100.0,12,Good
58,191,6,92,51,0,87,9.0,6,6,53,1,26,0,3,60,58.0,14,2,3,85,True,True,96.0,45,Bad
